Short_Name,Collection,Keyword,Spatial_Resolution (m),Temporal_Resolution,Path,Time_lag[d],Number of Attributes,Attribute_0,Attribute_1,Attribute_2,Attribute_3,Attribute_4,Attribute_5,Attribute_6,Attribute_7,Attribute_8,Attribute_9,Attribute_10,Attribute_11,Attribute_12,Attribute_13,Attribute_14,Attribute_15,Attribute_16,Attribute_17,Attribute_18,Attribute_19,Attribute_20,Attribute_21,Attribute_22,Attribute_23,Attribute_24,Attribute_25,Attribute_26,Attribute_27,Attribute_28,Attribute_29,Attribute_30,Attribute_31,Attribute_32,Attribute_33,Attribute_34,Attribute_35,Attribute_36,Attribute_37,Attribute_38,Attribute_39,Attribute_40,Attribute_41,Attribute_42,Attribute_43,Attribute_44,Attribute_45,Attribute_46,Attribute_47,Attribute_48,Attribute_49,Attribute_50,Attribute_51,Attribute_52,Attribute_53,Attribute_54,Attribute_55,Attribute_56,Attribute_57,Attribute_58,Attribute_59,Attribute_60,Attribute_61,Attribute_62,Attribute_63,Attribute_64,Attribute_65,Attribute_66,Attribute_67,Attribute_68,Attribute_69,Attribute_70,Attribute_71,Attribute_72,Attribute_73,Attribute_74
MOD11A2.006,Terra MODIS,"Emissivity, Land Surface Temperature (LST)",1000,Multi-Day,MOLT,10,12.0,[1200x1200] LST_Day_1km MODIS_Grid_8Day_1km_LST (16-bit unsigned integer),[1200x1200] QC_Day MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Day_view_time MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Day_view_angl MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] LST_Night_1km MODIS_Grid_8Day_1km_LST (16-bit unsigned integer),[1200x1200] QC_Night MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Night_view_time MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Night_view_angl MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Emis_31 MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Emis_32 MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Clear_sky_days MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),[1200x1200] Clear_sky_nights MODIS_Grid_8Day_1km_LST (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD11B1.006,Terra MODIS,"Emissivity, Land Surface Temperature (LST)",5600,Daily,MOLT,1,23.0,[200x200] LST_Day_6km MODIS_Grid_Daily_6km_LST (16-bit unsigned integer),[200x200] QC_Day MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Day_view_time MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Day_view_angl MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] LST_Night_6km MODIS_Grid_Daily_6km_LST (16-bit unsigned integer),[200x200] QC_Night MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Night_view_time MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Night_view_angl MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_20 MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_22 MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_23 MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_29 MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_31 MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_32 MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] LST_Day_6km_Aggregated_from_1km MODIS_Grid_Daily_6km_LST (16-bit unsigned integer),[200x200] LST_Night_6km_Aggregated_from_1km MODIS_Grid_Daily_6km_LST (16-bit unsigned integer),[200x200] Emis_20_night MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_22_night MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_23_night MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Emis_29_night MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] QC_Emis MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] QC_Emis_night MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),[200x200] Percent_land_in_grid MODIS_Grid_Daily_6km_LST (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD11B2.006,Terra MODIS,"Emissivity, Land Surface Temperature (LST)",5600,Multi-Day,MOLT,8,19.0,[200x200] LST_Day_6km MODIS_Grid_8Day_6km_LST (16-bit unsigned integer),[200x200] QC_Day MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Day_view_time MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Day_view_angl MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] LST_Night_6km MODIS_Grid_8Day_6km_LST (16-bit unsigned integer),[200x200] QC_Night MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Night_view_time MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Night_view_angl MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Emis_20 MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Emis_22 MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Emis_23 MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Emis_29 MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Emis_31 MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Emis_32 MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] LST_Day_6km_Aggregated_from_1km MODIS_Grid_8Day_6km_LST (16-bit unsigned integer),[200x200] LST_Night_6km_Aggregated_from_1km MODIS_Grid_8Day_6km_LST (16-bit unsigned integer),[200x200] Clear_sky_days MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Clear_sky_nights MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),[200x200] Percent_land_in_grid MODIS_Grid_8Day_6km_LST (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD11B3.006,Terra MODIS,"Emissivity, Land Surface Temperature (LST)",5600,Monthly,MOLT,31,19.0,[200x200] LST_Day_6km MODIS_Grid_Month_6km_LST (16-bit unsigned integer),[200x200] QC_Day MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Day_view_time MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Day_view_angl MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] LST_Night_6km MODIS_Grid_Month_6km_LST (16-bit unsigned integer),[200x200] QC_Night MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Night_view_time MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Night_view_angl MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Emis_20 MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Emis_22 MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Emis_23 MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Emis_29 MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Emis_31 MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] Emis_32 MODIS_Grid_Month_6km_LST (8-bit unsigned integer),[200x200] LST_Day_6km_Aggregated_from_1km MODIS_Grid_Month_6km_LST (16-bit unsigned integer),[200x200] LST_Night_6km_Aggregated_from_1km MODIS_Grid_Month_6km_LST (16-bit unsigned integer),[200x200] Clear_sky_days MODIS_Grid_Month_6km_LST (32-bit unsigned integer),[200x200] Clear_sky_nights MODIS_Grid_Month_6km_LST (32-bit unsigned integer),[200x200] Percent_land_in_grid MODIS_Grid_Month_6km_LST (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD11C1.006,Terra MODIS,"Emissivity, Land Surface Temperature (LST)",5600,Daily,MOLT,1,21.0,[3600x7200] LST_Day_CMG MODIS_CMG_3MIN_LST (16-bit unsigned integer),[3600x7200] QC_Day MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Day_view_time MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Day_view_angl MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] LST_Night_CMG MODIS_CMG_3MIN_LST (16-bit unsigned integer),[3600x7200] QC_Night MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Night_view_time MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Night_view_angl MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Emis_20 MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Emis_22 MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Emis_23 MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Emis_29 MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Emis_31 MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Emis_32 MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Emis_20_night MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Emis_22_night MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Emis_23_night MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Emis_29_night MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] QC_Emis MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] QC_Emis_night MODIS_CMG_3MIN_LST (8-bit unsigned integer),[3600x7200] Percent_land_in_grid MODIS_CMG_3MIN_LST (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD11C2.006,Terra MODIS,"Emissivity, Land Surface Temperature (LST)",5600,Multi-Day,MOLT,8,17.0,[3600x7200] LST_Day_CMG MODIS_8DAY_0.05DEG_CMG_LST (16-bit unsigned integer),[3600x7200] QC_Day MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Day_view_time MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Day_view_angl MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Clear_sky_days MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] LST_Night_CMG MODIS_8DAY_0.05DEG_CMG_LST (16-bit unsigned integer),[3600x7200] QC_Night MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Night_view_time MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Night_view_angl MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Clear_sky_nights MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Emis_20 MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Emis_22 MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Emis_23 MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Emis_29 MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Emis_31 MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Emis_32 MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Percent_land_in_grid MODIS_8DAY_0.05DEG_CMG_LST (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD11C3.006,Terra MODIS,"Emissivity, Land Surface Temperature (LST)",5600,Monthly,MOLT,31,17.0,[3600x7200] LST_Day_CMG MODIS_MONTHLY_0.05DEG_CMG_LST (16-bit unsigned integer),[3600x7200] QC_Day MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Day_view_time MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Day_view_angl MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Clear_sky_days MODIS_MONTHLY_0.05DEG_CMG_LST (32-bit unsigned integer),[3600x7200] LST_Night_CMG MODIS_MONTHLY_0.05DEG_CMG_LST (16-bit unsigned integer),[3600x7200] QC_Night MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Night_view_time MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Night_view_angl MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Clear_sky_nights MODIS_MONTHLY_0.05DEG_CMG_LST (32-bit unsigned integer),[3600x7200] Emis_20 MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Emis_22 MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Emis_23 MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Emis_29 MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Emis_31 MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Emis_32 MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),[3600x7200] Percent_land_in_grid MODIS_MONTHLY_0.05DEG_CMG_LST (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD11_L2.006,Terra MODIS,"Emissivity, Land Surface Temperature (LST)",1000,< Daily,MOLT,1,16.0,[2030x1354] LST MOD_Swath_LST (16-bit unsigned integer),[2030x1354] QC MOD_Swath_LST (16-bit unsigned integer),[2030x1354] Error_LST MOD_Swath_LST (8-bit unsigned integer),[2030x1354] Emis_31 MOD_Swath_LST (8-bit unsigned integer),[2030x1354] Emis_32 MOD_Swath_LST (8-bit unsigned integer),[2030x1354] View_angle MOD_Swath_LST (8-bit unsigned integer),[2030x1354] View_time MOD_Swath_LST (8-bit unsigned integer),[406x271] Latitude (32-bit floating-point),[406x271] Longitude (32-bit floating-point),[2030x1354] LST (16-bit unsigned integer),[2030x1354] QC (16-bit unsigned integer),[2030x1354] Error_LST (8-bit unsigned integer),[2030x1354] Emis_31 (8-bit unsigned integer),[2030x1354] Emis_32 (8-bit unsigned integer),[2030x1354] View_angle (8-bit unsigned integer),[2030x1354] View_time (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD13A1.006,Terra MODIS,Vegetation Indices (VI),500,Multi-Day,MOLT,18,12.0,[2400x2400] 500m 16 days NDVI MODIS_Grid_16DAY_500m_VI (16-bit integer),[2400x2400] 500m 16 days EVI MODIS_Grid_16DAY_500m_VI (16-bit integer),[2400x2400] 500m 16 days VI Quality MODIS_Grid_16DAY_500m_VI (16-bit unsigned integer),[2400x2400] 500m 16 days red reflectance MODIS_Grid_16DAY_500m_VI (16-bit integer),[2400x2400] 500m 16 days NIR reflectance MODIS_Grid_16DAY_500m_VI (16-bit integer),[2400x2400] 500m 16 days blue reflectance MODIS_Grid_16DAY_500m_VI (16-bit integer),[2400x2400] 500m 16 days MIR reflectance MODIS_Grid_16DAY_500m_VI (16-bit integer),[2400x2400] 500m 16 days view zenith angle MODIS_Grid_16DAY_500m_VI (16-bit integer),[2400x2400] 500m 16 days sun zenith angle MODIS_Grid_16DAY_500m_VI (16-bit integer),[2400x2400] 500m 16 days relative azimuth angle MODIS_Grid_16DAY_500m_VI (16-bit integer),[2400x2400] 500m 16 days composite day of the year MODIS_Grid_16DAY_500m_VI (16-bit integer),[2400x2400] 500m 16 days pixel reliability MODIS_Grid_16DAY_500m_VI (8-bit integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD13A2.006,Terra MODIS,Vegetation Indices (VI),1000,Multi-Day,MOLT,18,12.0,[1200x1200] 1 km 16 days NDVI MODIS_Grid_16DAY_1km_VI (16-bit integer),[1200x1200] 1 km 16 days EVI MODIS_Grid_16DAY_1km_VI (16-bit integer),[1200x1200] 1 km 16 days VI Quality MODIS_Grid_16DAY_1km_VI (16-bit unsigned integer),[1200x1200] 1 km 16 days red reflectance MODIS_Grid_16DAY_1km_VI (16-bit integer),[1200x1200] 1 km 16 days NIR reflectance MODIS_Grid_16DAY_1km_VI (16-bit integer),[1200x1200] 1 km 16 days blue reflectance MODIS_Grid_16DAY_1km_VI (16-bit integer),[1200x1200] 1 km 16 days MIR reflectance MODIS_Grid_16DAY_1km_VI (16-bit integer),[1200x1200] 1 km 16 days view zenith angle MODIS_Grid_16DAY_1km_VI (16-bit integer),[1200x1200] 1 km 16 days sun zenith angle MODIS_Grid_16DAY_1km_VI (16-bit integer),[1200x1200] 1 km 16 days relative azimuth angle MODIS_Grid_16DAY_1km_VI (16-bit integer),[1200x1200] 1 km 16 days composite day of the year MODIS_Grid_16DAY_1km_VI (16-bit integer),[1200x1200] 1 km 16 days pixel reliability MODIS_Grid_16DAY_1km_VI (8-bit integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD13A3.006,Terra MODIS,Vegetation Indices (VI),1000,Monthly,MOLT,32,11.0,[1200x1200] 1 km monthly NDVI MOD_Grid_monthly_1km_VI (16-bit integer),[1200x1200] 1 km monthly EVI MOD_Grid_monthly_1km_VI (16-bit integer),[1200x1200] 1 km monthly VI Quality MOD_Grid_monthly_1km_VI (16-bit unsigned integer),[1200x1200] 1 km monthly red reflectance MOD_Grid_monthly_1km_VI (16-bit integer),[1200x1200] 1 km monthly NIR reflectance MOD_Grid_monthly_1km_VI (16-bit integer),[1200x1200] 1 km monthly blue reflectance MOD_Grid_monthly_1km_VI (16-bit integer),[1200x1200] 1 km monthly MIR reflectance MOD_Grid_monthly_1km_VI (16-bit integer),[1200x1200] 1 km monthly view zenith angle MOD_Grid_monthly_1km_VI (16-bit integer),[1200x1200] 1 km monthly sun zenith angle MOD_Grid_monthly_1km_VI (16-bit integer),[1200x1200] 1 km monthly relative azimuth angle MOD_Grid_monthly_1km_VI (16-bit integer),[1200x1200] 1 km monthly pixel reliability MOD_Grid_monthly_1km_VI (8-bit integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD13C1.006,Terra MODIS,Vegetation Indices (VI),5600,Multi-Day,MOLT,18,13.0,[3600x7200] CMG 0.05 Deg 16 days NDVI MODIS_Grid_16Day_VI_CMG (16-bit integer),[3600x7200] CMG 0.05 Deg 16 days EVI MODIS_Grid_16Day_VI_CMG (16-bit integer),[3600x7200] CMG 0.05 Deg 16 days VI Quality MODIS_Grid_16Day_VI_CMG (16-bit unsigned integer),[3600x7200] CMG 0.05 Deg 16 days red reflectance MODIS_Grid_16Day_VI_CMG (16-bit integer),[3600x7200] CMG 0.05 Deg 16 days NIR reflectance MODIS_Grid_16Day_VI_CMG (16-bit integer),[3600x7200] CMG 0.05 Deg 16 days blue reflectance MODIS_Grid_16Day_VI_CMG (16-bit integer),[3600x7200] CMG 0.05 Deg 16 days MIR reflectance MODIS_Grid_16Day_VI_CMG (16-bit integer),[3600x7200] CMG 0.05 Deg 16 days Avg sun zen angle MODIS_Grid_16Day_VI_CMG (16-bit integer),[3600x7200] CMG 0.05 Deg 16 days NDVI std dev MODIS_Grid_16Day_VI_CMG (16-bit integer),[3600x7200] CMG 0.05 Deg 16 days EVI std dev MODIS_Grid_16Day_VI_CMG (16-bit integer),[3600x7200] CMG 0.05 Deg 16 days #1km pix used MODIS_Grid_16Day_VI_CMG (8-bit unsigned integer),[3600x7200] CMG 0.05 Deg 16 days #1km pix +-30deg VZ MODIS_Grid_16Day_VI_CMG (8-bit unsigned integer),[3600x7200] CMG 0.05 Deg 16 days pixel reliability MODIS_Grid_16Day_VI_CMG (8-bit integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD13C2.006,Terra MODIS,Vegetation Indices (VI),5600,Monthly,MOLT,32,13.0,[3600x7200] CMG 0.05 Deg Monthly NDVI MOD_Grid_monthly_CMG_VI (16-bit integer),[3600x7200] CMG 0.05 Deg Monthly EVI MOD_Grid_monthly_CMG_VI (16-bit integer),[3600x7200] CMG 0.05 Deg Monthly VI Quality MOD_Grid_monthly_CMG_VI (16-bit unsigned integer),[3600x7200] CMG 0.05 Deg Monthly red reflectance MOD_Grid_monthly_CMG_VI (16-bit integer),[3600x7200] CMG 0.05 Deg Monthly NIR reflectance MOD_Grid_monthly_CMG_VI (16-bit integer),[3600x7200] CMG 0.05 Deg Monthly blue reflectance MOD_Grid_monthly_CMG_VI (16-bit integer),[3600x7200] CMG 0.05 Deg Monthly MIR reflectance MOD_Grid_monthly_CMG_VI (16-bit integer),[3600x7200] CMG 0.05 Deg Monthly Avg sun zen angle MOD_Grid_monthly_CMG_VI (16-bit integer),[3600x7200] CMG 0.05 Deg Monthly NDVI std dev MOD_Grid_monthly_CMG_VI (16-bit integer),[3600x7200] CMG 0.05 Deg Monthly EVI std dev MOD_Grid_monthly_CMG_VI (16-bit integer),[3600x7200] CMG 0.05 Deg Monthly #1km pix used MOD_Grid_monthly_CMG_VI (8-bit unsigned integer),[3600x7200] CMG 0.05 Deg Monthly #1km pix +-30deg VZ MOD_Grid_monthly_CMG_VI (8-bit unsigned integer),[3600x7200] CMG 0.05 Deg Monthly pixel reliability MOD_Grid_monthly_CMG_VI (8-bit integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD13Q1.006,Terra MODIS,Vegetation Indices (VI),250,Multi-Day,MOLT,18,12.0,[4800x4800] 250m 16 days NDVI MODIS_Grid_16DAY_250m_500m_VI (16-bit integer),[4800x4800] 250m 16 days EVI MODIS_Grid_16DAY_250m_500m_VI (16-bit integer),[4800x4800] 250m 16 days VI Quality MODIS_Grid_16DAY_250m_500m_VI (16-bit unsigned integer),[4800x4800] 250m 16 days red reflectance MODIS_Grid_16DAY_250m_500m_VI (16-bit integer),[4800x4800] 250m 16 days NIR reflectance MODIS_Grid_16DAY_250m_500m_VI (16-bit integer),[4800x4800] 250m 16 days blue reflectance MODIS_Grid_16DAY_250m_500m_VI (16-bit integer),[4800x4800] 250m 16 days MIR reflectance MODIS_Grid_16DAY_250m_500m_VI (16-bit integer),[4800x4800] 250m 16 days view zenith angle MODIS_Grid_16DAY_250m_500m_VI (16-bit integer),[4800x4800] 250m 16 days sun zenith angle MODIS_Grid_16DAY_250m_500m_VI (16-bit integer),[4800x4800] 250m 16 days relative azimuth angle MODIS_Grid_16DAY_250m_500m_VI (16-bit integer),[4800x4800] 250m 16 days composite day of the year MODIS_Grid_16DAY_250m_500m_VI (16-bit integer),[4800x4800] 250m 16 days pixel reliability MODIS_Grid_16DAY_250m_500m_VI (8-bit integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD14.006,Terra MODIS,Thermal Anomalies and Fire,1000,< Daily,MOLT,0,3.0,[2030x1354] fire mask (8-bit unsigned integer),[2030x1354] algorithm QA (32-bit unsigned integer),[6451x8] CMG_night (16-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD14A1.006,Terra MODIS,Thermal Anomalies and Fire,1000,Daily,MOLT,10,4.0,[8x1200x1200] FireMask MODIS_Grid_Daily_Fire (8-bit unsigned integer),[8x1200x1200] QA MODIS_Grid_Daily_Fire (8-bit unsigned integer),[8x1200x1200] MaxFRP MODIS_Grid_Daily_Fire (32-bit integer),[8x1200x1200] sample MODIS_Grid_Daily_Fire (16-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD14A2.006,Terra MODIS,Thermal Anomalies and Fire,1000,Multi-Day,MOLT,10,2.0,[1200x1200] FireMask MODIS_Grid_8Day_Fire (8-bit unsigned integer),[1200x1200] QA MODIS_Grid_8Day_Fire (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD15A2H.006,Terra MODIS,"Fraction of Photosynthetically Active Radiation (FPAR), Leaf Area Index (LAI)",500,Multi-Day,MOLT,10,6.0,[2400x2400] Fpar_500m MOD_Grid_MOD15A2H (8-bit unsigned integer),[2400x2400] Lai_500m MOD_Grid_MOD15A2H (8-bit unsigned integer),[2400x2400] FparLai_QC MOD_Grid_MOD15A2H (8-bit unsigned integer),[2400x2400] FparExtra_QC MOD_Grid_MOD15A2H (8-bit unsigned integer),[2400x2400] FparStdDev_500m MOD_Grid_MOD15A2H (8-bit unsigned integer),[2400x2400] LaiStdDev_500m MOD_Grid_MOD15A2H (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD16A2.006,Terra MODIS,Evapotranspiration (ET),500,Multi-Day,MOLT,15,5.0,[2400x2400] ET_500m MOD_Grid_MOD16A2 (16-bit integer),[2400x2400] LE_500m MOD_Grid_MOD16A2 (16-bit integer),[2400x2400] PET_500m MOD_Grid_MOD16A2 (16-bit integer),[2400x2400] PLE_500m MOD_Grid_MOD16A2 (16-bit integer),[2400x2400] ET_QC_500m MOD_Grid_MOD16A2 (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD16A2GF.006,Terra MODIS,Evapotranspiration (ET),500,Multi-Day,MOLT,5511,5.0,[2400x2400] ET_500m MOD_Grid_MOD16A2 (16-bit integer),[2400x2400] LE_500m MOD_Grid_MOD16A2 (16-bit integer),[2400x2400] PET_500m MOD_Grid_MOD16A2 (16-bit integer),[2400x2400] PLE_500m MOD_Grid_MOD16A2 (16-bit integer),[2400x2400] ET_QC_500m MOD_Grid_MOD16A2 (8-bit unsigned integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOD16A3.006,Terra MODIS,Evapotranspiration (ET),500,Yearly,MOLT,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
